"30",11
"31",9
"32",7
"1",5
"2",1
"3",10
"4",14
"5",19
"6",13
"7",5
"8",9
"9",12
"10",14
"11",16
"12",17
"13",1
"14",9
"15",4
"16",2
"17",19
"18",14
"19",18
"20",6
"21",3
"22",11
"23",1
"24",7
"25",10
"26",11
"27",20
"28",8
"29",4
"30",4
"31",2
"32",15
"1",4
"2",9
"3",12
"4",15
"5",6
"6",8
"7",16
"8",7
"9",19
"10",14
"11",20
"12",12
"13",7
"14",18
"15",5
"16",13
"17",11
"18",18
"19",17
"20",7
"21",10
"22",5
"23",13
"24",2
"25",3
"26",15
"27",17
"28",7
"29",6
"30",11
"31",1
"32",18
"1",4
"2",3
"3",7
"4",10
"5",1
"6",6
"7",11
"8",14
"9",2
"10",1
"11",6
"12",13
"13",13
"14",6
"15",5
"16",19
"17",17
"18",10
"19",15
"20",12
"21",14
"22",5
"23",3
"24",20
"25",13
"26",5
"27",8
"28",8
"29",16
"30",4
"31",18
"32",9
"1",19
"2",2
"3",1
"4",11
"5",4
"6",6
"7",19
"8",10
"9",13
"10",3
"11",7
"12",6
"13",18
"14",10
"15",15
"16",12
"17",18
"18",13
"19",19
"20",14
"21",16
"22",11
"23",17
"24",20
"25",8
"26",5
"27",9
"28",7
"29",15
"30",7
"31",18
"32",10
